Geolocation,Major Occupation,Year,Period,Sex,Employed Persons
MIMAROPA REGION,Elementary Occupations,2020,October,Male,222.261
MIMAROPA REGION,Elementary Occupations,2020,October,Female,113.331
MIMAROPA REGION,Elementary Occupations,2020,Annual,Both Sexes,349.512
MIMAROPA REGION,Elementary Occupations,2020,Annual,Male,239.236
MIMAROPA REGION,Elementary Occupations,2020,Annual,Female,110.277
MIMAROPA REGION,Elementary Occupations,2020,February,Both Sexes,..
MIMAROPA REGION,Elementary Occupations,2020,February,Male,..
MIMAROPA REGION,Elementary Occupations,2020,February,Female,..
MIMAROPA REGION,Elementary Occupations,2020,March,Both Sexes,..
MIMAROPA REGION,Elementary Occupations,2020,March,Male,..
MIMAROPA REGION,Elementary Occupations,2020,March,Female,..
MIMAROPA REGION,Elementary Occupations,2020,May,Both Sexes,..
MIMAROPA REGION,Elementary Occupations,2020,May,Male,..
MIMAROPA REGION,Elementary Occupations,2020,May,Female,..
MIMAROPA REGION,Elementary Occupations,2020,June,Both Sexes,..
MIMAROPA REGION,Elementary Occupations,2020,June,Male,..
MIMAROPA REGION,Elementary Occupations,2020,June,Female,..
MIMAROPA REGION,Elementary Occupations,2020,August,Both Sexes,..
MIMAROPA REGION,Elementary Occupations,2020,August,Male,..
MIMAROPA REGION,Elementary Occupations,2020,August,Female,..
MIMAROPA REGION,Elementary Occupations,2020,September,Both Sexes,..
MIMAROPA REGION,Elementary Occupations,2020,September,Male,..
MIMAROPA REGION,Elementary Occupations,2020,September,Female,..
MIMAROPA REGION,Elementary Occupations,2020,November,Both Sexes,..
MIMAROPA REGION,Elementary Occupations,2020,November,Male,..
MIMAROPA REGION,Elementary Occupations,2020,November,Female,..
MIMAROPA REGION,Elementary Occupations,2020,December,Both Sexes,..
MIMAROPA REGION,Elementary Occupations,2020,December,Male,..
MIMAROPA REGION,Elementary Occupations,2020,December,Female,..
MIMAROPA REGION,Elementary Occupations,2021,January,Both Sexes,352.029
MIMAROPA REGION,Elementary Occupations,2021,January,Male,252.746
MIMAROPA REGION,Elementary Occupations,2021,January,Female,8.274
MIMAROPA REGION,Elementary Occupations,2021,April,Both Sexes,440.054
MIMAROPA REGION,Elementary Occupations,2021,April,Male,282.475
MIMAROPA REGION,Elementary Occupations,2021,April,Female,157.579
MIMAROPA REGION,Elementary Occupations,2021,July,Both Sexes,377.811
MIMAROPA REGION,Elementary Occupations,2021,July,Male,256.421
MIMAROPA REGION,Elementary Occupations,2021,July,Female,121.391
MIMAROPA REGION,Elementary Occupations,2021,October,Both Sexes,338.752
MIMAROPA REGION,Elementary Occupations,2021,October,Male,228.028
MIMAROPA REGION,Elementary Occupations,2021,October,Female,0.164
MIMAROPA REGION,Elementary Occupations,2021,Annual,Both Sexes,399.938
MIMAROPA REGION,Elementary Occupations,2021,Annual,Male,265.291
MIMAROPA REGION,Elementary Occupations,2021,Annual,Female,134.647
MIMAROPA REGION,Elementary Occupations,2021,February,Both Sexes,512.290
MIMAROPA REGION,Elementary Occupations,2021,February,Male,315.390
MIMAROPA REGION,Elementary Occupations,2021,February,Female,196.900
MIMAROPA REGION,Elementary Occupations,2021,March,Both Sexes,372.923
MIMAROPA REGION,Elementary Occupations,2021,March,Male,248.907
MIMAROPA REGION,Elementary Occupations,2021,March,Female,124.016
MIMAROPA REGION,Elementary Occupations,2021,May,Both Sexes,453.550
MIMAROPA REGION,Elementary Occupations,2021,May,Male,334.836
MIMAROPA REGION,Elementary Occupations,2021,May,Female,118.713
MIMAROPA REGION,Elementary Occupations,2021,June,Both Sexes,409.936
MIMAROPA REGION,Elementary Occupations,2021,June,Male,267.701
MIMAROPA REGION,Elementary Occupations,2021,June,Female,142.235
MIMAROPA REGION,Elementary Occupations,2021,August,Both Sexes,437.696
MIMAROPA REGION,Elementary Occupations,2021,August,Male,253.173
MIMAROPA REGION,Elementary Occupations,2021,August,Female,184.523
MIMAROPA REGION,Elementary Occupations,2021,September,Both Sexes,297.919
MIMAROPA REGION,Elementary Occupations,2021,September,Male,197.678
MIMAROPA REGION,Elementary Occupations,2021,September,Female,100.242
MIMAROPA REGION,Elementary Occupations,2021,November,Both Sexes,440.704
MIMAROPA REGION,Elementary Occupations,2021,November,Male,313.817
MIMAROPA REGION,Elementary Occupations,2021,November,Female,126.888
MIMAROPA REGION,Elementary Occupations,2021,December,Both Sexes,365.585
MIMAROPA REGION,Elementary Occupations,2021,December,Male,232.320
MIMAROPA REGION,Elementary Occupations,2021,December,Female,133.265
MIMAROPA REGION,Armed Forces Occupations,2018,January,Both Sexes,4.056
MIMAROPA REGION,Armed Forces Occupations,2018,January,Male,3.679
MIMAROPA REGION,Armed Forces Occupations,2018,January,Female,0.377
MIMAROPA REGION,Armed Forces Occupations,2018,April,Both Sexes,1.335
MIMAROPA REGION,Armed Forces Occupations,2018,April,Male,1.140
MIMAROPA REGION,Armed Forces Occupations,2018,April,Female,0.195
MIMAROPA REGION,Armed Forces Occupations,2018,July,Both Sexes,2.009
MIMAROPA REGION,Armed Forces Occupations,2018,July,Male,1.666
MIMAROPA REGION,Armed Forces Occupations,2018,July,Female,0.343
MIMAROPA REGION,Armed Forces Occupations,2018,October,Both Sexes,3.711
MIMAROPA REGION,Armed Forces Occupations,2018,October,Male,3.338
MIMAROPA REGION,Armed Forces Occupations,2018,October,Female,0.373
MIMAROPA REGION,Armed Forces Occupations,2018,Annual,Both Sexes,2.778
MIMAROPA REGION,Armed Forces Occupations,2018,Annual,Male,2.456
MIMAROPA REGION,Armed Forces Occupations,2018,Annual,Female,0.322
MIMAROPA REGION,Armed Forces Occupations,2018,February,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2018,February,Male,..
MIMAROPA REGION,Armed Forces Occupations,2018,February,Female,..
MIMAROPA REGION,Armed Forces Occupations,2018,March,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2018,March,Male,..
MIMAROPA REGION,Armed Forces Occupations,2018,March,Female,..
MIMAROPA REGION,Armed Forces Occupations,2018,May,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2018,May,Male,..
MIMAROPA REGION,Armed Forces Occupations,2018,May,Female,..
MIMAROPA REGION,Armed Forces Occupations,2018,June,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2018,June,Male,..
MIMAROPA REGION,Armed Forces Occupations,2018,June,Female,..
MIMAROPA REGION,Armed Forces Occupations,2018,August,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2018,August,Male,..
MIMAROPA REGION,Armed Forces Occupations,2018,August,Female,..
MIMAROPA REGION,Armed Forces Occupations,2018,September,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2018,September,Male,..
MIMAROPA REGION,Armed Forces Occupations,2018,September,Female,..
MIMAROPA REGION,Armed Forces Occupations,2018,November,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2018,November,Male,..
MIMAROPA REGION,Armed Forces Occupations,2018,November,Female,..
MIMAROPA REGION,Armed Forces Occupations,2018,December,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2018,December,Male,..
MIMAROPA REGION,Armed Forces Occupations,2018,December,Female,..
MIMAROPA REGION,Armed Forces Occupations,2019,January,Both Sexes,1.123
MIMAROPA REGION,Armed Forces Occupations,2019,January,Male,0.918
MIMAROPA REGION,Armed Forces Occupations,2019,January,Female,0.205
MIMAROPA REGION,Armed Forces Occupations,2019,April,Both Sexes,1.210
MIMAROPA REGION,Armed Forces Occupations,2019,April,Male,1.210
MIMAROPA REGION,Armed Forces Occupations,2019,April,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2019,July,Both Sexes,1.337
MIMAROPA REGION,Armed Forces Occupations,2019,July,Male,1.337
MIMAROPA REGION,Armed Forces Occupations,2019,July,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2019,October,Both Sexes,2.085
MIMAROPA REGION,Armed Forces Occupations,2019,October,Male,1.934
MIMAROPA REGION,Armed Forces Occupations,2019,October,Female,0.152
MIMAROPA REGION,Armed Forces Occupations,2019,Annual,Both Sexes,1.439
MIMAROPA REGION,Armed Forces Occupations,2019,Annual,Male,1.350
MIMAROPA REGION,Armed Forces Occupations,2019,Annual,Female,0.089
MIMAROPA REGION,Armed Forces Occupations,2019,February,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2019,February,Male,..
MIMAROPA REGION,Armed Forces Occupations,2019,February,Female,..
MIMAROPA REGION,Armed Forces Occupations,2019,March,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2019,March,Male,..
MIMAROPA REGION,Armed Forces Occupations,2019,March,Female,..
MIMAROPA REGION,Armed Forces Occupations,2019,May,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2019,May,Male,..
MIMAROPA REGION,Armed Forces Occupations,2019,May,Female,..
MIMAROPA REGION,Armed Forces Occupations,2019,June,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2019,June,Male,..
MIMAROPA REGION,Armed Forces Occupations,2019,June,Female,..
MIMAROPA REGION,Armed Forces Occupations,2019,August,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2019,August,Male,..
MIMAROPA REGION,Armed Forces Occupations,2019,August,Female,..
MIMAROPA REGION,Armed Forces Occupations,2019,September,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2019,September,Male,..
MIMAROPA REGION,Armed Forces Occupations,2019,September,Female,..
MIMAROPA REGION,Armed Forces Occupations,2019,November,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2019,November,Male,..
MIMAROPA REGION,Armed Forces Occupations,2019,November,Female,..
MIMAROPA REGION,Armed Forces Occupations,2019,December,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2019,December,Male,..
MIMAROPA REGION,Armed Forces Occupations,2019,December,Female,..
MIMAROPA REGION,Armed Forces Occupations,2020,January,Both Sexes,3.466
MIMAROPA REGION,Armed Forces Occupations,2020,January,Male,3.466
MIMAROPA REGION,Armed Forces Occupations,2020,January,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2020,April,Both Sexes,1.969
MIMAROPA REGION,Armed Forces Occupations,2020,April,Male,1.587
MIMAROPA REGION,Armed Forces Occupations,2020,April,Female,0.382
MIMAROPA REGION,Armed Forces Occupations,2020,July,Both Sexes,1.933
MIMAROPA REGION,Armed Forces Occupations,2020,July,Male,1.933
MIMAROPA REGION,Armed Forces Occupations,2020,July,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2020,October,Both Sexes,1.261
MIMAROPA REGION,Armed Forces Occupations,2020,October,Male,1.261
MIMAROPA REGION,Armed Forces Occupations,2020,October,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2020,Annual,Both Sexes,2.157
MIMAROPA REGION,Armed Forces Occupations,2020,Annual,Male,2.062
MIMAROPA REGION,Armed Forces Occupations,2020,Annual,Female,0.096
MIMAROPA REGION,Armed Forces Occupations,2020,February,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2020,February,Male,..
MIMAROPA REGION,Armed Forces Occupations,2020,February,Female,..
MIMAROPA REGION,Armed Forces Occupations,2020,March,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2020,March,Male,..
MIMAROPA REGION,Armed Forces Occupations,2020,March,Female,..
MIMAROPA REGION,Armed Forces Occupations,2020,May,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2020,May,Male,..
MIMAROPA REGION,Armed Forces Occupations,2020,May,Female,..
MIMAROPA REGION,Armed Forces Occupations,2020,June,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2020,June,Male,..
MIMAROPA REGION,Armed Forces Occupations,2020,June,Female,..
MIMAROPA REGION,Armed Forces Occupations,2020,August,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2020,August,Male,..
MIMAROPA REGION,Armed Forces Occupations,2020,August,Female,..
MIMAROPA REGION,Armed Forces Occupations,2020,September,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2020,September,Male,..
MIMAROPA REGION,Armed Forces Occupations,2020,September,Female,..
MIMAROPA REGION,Armed Forces Occupations,2020,November,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2020,November,Male,..
MIMAROPA REGION,Armed Forces Occupations,2020,November,Female,..
MIMAROPA REGION,Armed Forces Occupations,2020,December,Both Sexes,..
MIMAROPA REGION,Armed Forces Occupations,2020,December,Male,..
MIMAROPA REGION,Armed Forces Occupations,2020,December,Female,..
MIMAROPA REGION,Armed Forces Occupations,2021,January,Both Sexes,1.678
MIMAROPA REGION,Armed Forces Occupations,2021,January,Male,1.678
MIMAROPA REGION,Armed Forces Occupations,2021,January,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,April,Both Sexes,3.151
MIMAROPA REGION,Armed Forces Occupations,2021,April,Male,3.151
MIMAROPA REGION,Armed Forces Occupations,2021,April,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,July,Both Sexes,1.694
MIMAROPA REGION,Armed Forces Occupations,2021,July,Male,1.581
MIMAROPA REGION,Armed Forces Occupations,2021,July,Female,0.113
MIMAROPA REGION,Armed Forces Occupations,2021,October,Both Sexes,2.178
MIMAROPA REGION,Armed Forces Occupations,2021,October,Male,2.178
MIMAROPA REGION,Armed Forces Occupations,2021,October,Female,110.725
MIMAROPA REGION,Armed Forces Occupations,2021,Annual,Both Sexes,2.419
MIMAROPA REGION,Armed Forces Occupations,2021,Annual,Male,2.374
MIMAROPA REGION,Armed Forces Occupations,2021,Annual,Female,0.044
MIMAROPA REGION,Armed Forces Occupations,2021,February,Both Sexes,0.562
MIMAROPA REGION,Armed Forces Occupations,2021,February,Male,0.562
MIMAROPA REGION,Armed Forces Occupations,2021,February,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,March,Both Sexes,3.757
MIMAROPA REGION,Armed Forces Occupations,2021,March,Male,3.757
MIMAROPA REGION,Armed Forces Occupations,2021,March,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,May,Both Sexes,1.409
MIMAROPA REGION,Armed Forces Occupations,2021,May,Male,1.409
MIMAROPA REGION,Armed Forces Occupations,2021,May,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,June,Both Sexes,8.279
MIMAROPA REGION,Armed Forces Occupations,2021,June,Male,7.858
MIMAROPA REGION,Armed Forces Occupations,2021,June,Female,0.421
MIMAROPA REGION,Armed Forces Occupations,2021,August,Both Sexes,2.211
MIMAROPA REGION,Armed Forces Occupations,2021,August,Male,2.211
MIMAROPA REGION,Armed Forces Occupations,2021,August,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,September,Both Sexes,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,September,Male,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,September,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,November,Both Sexes,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,November,Male,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,November,Female,0.000
MIMAROPA REGION,Armed Forces Occupations,2021,December,Both Sexes,4.104
MIMAROPA REGION,Armed Forces Occupations,2021,December,Male,4.104
MIMAROPA REGION,Armed Forces Occupations,2021,December,Female,0.000
REGION V,Total,2018,January,Both Sexes,2426.633
REGION V,Total,2018,January,Male,1534.956
REGION V,Total,2018,January,Female,891.677
REGION V,Total,2018,April,Both Sexes,2426.839
REGION V,Total,2018,April,Male,1530.868
REGION V,Total,2018,April,Female,895.972
REGION V,Total,2018,July,Both Sexes,2241.132
REGION V,Total,2018,July,Male,1443.011
REGION V,Total,2018,July,Female,798.121
REGION V,Total,2018,October,Both Sexes,2428.141
REGION V,Total,2018,October,Male,1535.685
REGION V,Total,2018,October,Female,892.459
REGION V,Total,2018,Annual,Both Sexes,2380.686
REGION V,Total,2018,Annual,Male,1511.130
REGION V,Total,2018,Annual,Female,869.557
REGION V,Total,2018,February,Both Sexes,..
REGION V,Total,2018,February,Male,..
REGION V,Total,2018,February,Female,..
REGION V,Total,2018,March,Both Sexes,..
REGION V,Total,2018,March,Male,..
REGION V,Total,2018,March,Female,..
REGION V,Total,2018,May,Both Sexes,..
REGION V,Total,2018,May,Male,..
REGION V,Total,2018,May,Female,..
REGION V,Total,2018,June,Both Sexes,..
REGION V,Total,2018,June,Male,..
REGION V,Total,2018,June,Female,..
REGION V,Total,2018,August,Both Sexes,..
REGION V,Total,2018,August,Male,..
REGION V,Total,2018,August,Female,..
REGION V,Total,2018,September,Both Sexes,..
REGION V,Total,2018,September,Male,..
REGION V,Total,2018,September,Female,..
REGION V,Total,2018,November,Both Sexes,..
REGION V,Total,2018,November,Male,..
REGION V,Total,2018,November,Female,..
REGION V,Total,2018,December,Both Sexes,..
REGION V,Total,2018,December,Male,..
REGION V,Total,2018,December,Female,..
REGION V,Total,2019,January,Both Sexes,2076.700
REGION V,Total,2019,January,Male,1280.670
REGION V,Total,2019,January,Female,796.030
REGION V,Total,2019,April,Both Sexes,2235.539
REGION V,Total,2019,April,Male,1391.992
REGION V,Total,2019,April,Female,843.549
REGION V,Total,2019,July,Both Sexes,2336.127
REGION V,Total,2019,July,Male,1458.397
REGION V,Total,2019,July,Female,877.728
REGION V,Total,2019,October,Both Sexes,2302.912
REGION V,Total,2019,October,Male,1407.285
REGION V,Total,2019,October,Female,895.627
REGION V,Total,2019,Annual,Both Sexes,2237.820
REGION V,Total,2019,Annual,Male,1384.586
REGION V,Total,2019,Annual,Female,853.234
REGION V,Total,2019,February,Both Sexes,..
REGION V,Total,2019,February,Male,..
REGION V,Total,2019,February,Female,..
REGION V,Total,2019,March,Both Sexes,..
REGION V,Total,2019,March,Male,..
REGION V,Total,2019,March,Female,..
REGION V,Total,2019,May,Both Sexes,..
REGION V,Total,2019,May,Male,..
REGION V,Total,2019,May,Female,..
REGION V,Total,2019,June,Both Sexes,..
REGION V,Total,2019,June,Male,..
REGION V,Total,2019,June,Female,..
REGION V,Total,2019,August,Both Sexes,..
REGION V,Total,2019,August,Male,..
REGION V,Total,2019,August,Female,..
REGION V,Total,2019,September,Both Sexes,..
REGION V,Total,2019,September,Male,..
REGION V,Total,2019,September,Female,..
REGION V,Total,2019,November,Both Sexes,..
REGION V,Total,2019,November,Male,..
REGION V,Total,2019,November,Female,..
REGION V,Total,2019,December,Both Sexes,..
REGION V,Total,2019,December,Male,..
REGION V,Total,2019,December,Female,..
REGION V,Total,2020,January,Both Sexes,2275.863
REGION V,Total,2020,January,Male,1379.505
REGION V,Total,2020,January,Female,896.358
REGION V,Total,2020,April,Both Sexes,1847.489
REGION V,Total,2020,April,Male,1167.214
REGION V,Total,2020,April,Female,680.275
REGION V,Total,2020,July,Both Sexes,2242.211
REGION V,Total,2020,July,Male,1422.078
REGION V,Total,2020,July,Female,820.135
REGION V,Total,2020,October,Both Sexes,2144.065
REGION V,Total,2020,October,Male,1376.821
REGION V,Total,2020,October,Female,767.243
REGION V,Total,2020,Annual,Both Sexes,2127.407
REGION V,Total,2020,Annual,Male,1336.405
REGION V,Total,2020,Annual,Female,791.003
REGION V,Total,2020,February,Both Sexes,..
REGION V,Total,2020,February,Male,..
REGION V,Total,2020,February,Female,..
REGION V,Total,2020,March,Both Sexes,..
REGION V,Total,2020,March,Male,..
REGION V,Total,2020,March,Female,..
REGION V,Total,2020,May,Both Sexes,..
REGION V,Total,2020,May,Male,..
REGION V,Total,2020,May,Female,..
REGION V,Total,2020,June,Both Sexes,..
REGION V,Total,2020,June,Male,..
REGION V,Total,2020,June,Female,..
REGION V,Total,2020,August,Both Sexes,..
REGION V,Total,2020,August,Male,..
REGION V,Total,2020,August,Female,..
REGION V,Total,2020,September,Both Sexes,..
REGION V,Total,2020,September,Male,..
REGION V,Total,2020,September,Female,..
REGION V,Total,2020,November,Both Sexes,..
REGION V,Total,2020,November,Male,..
REGION V,Total,2020,November,Female,..
REGION V,Total,2020,December,Both Sexes,..
REGION V,Total,2020,December,Male,..
REGION V,Total,2020,December,Female,..
REGION V,Total,2021,January,Both Sexes,2059.731
REGION V,Total,2021,January,Male,1311.331
REGION V,Total,2021,January,Female,62.367
REGION V,Total,2021,April,Both Sexes,2236.995
REGION V,Total,2021,April,Male,1382.008
REGION V,Total,2021,April,Female,854.987
REGION V,Total,2021,July,Both Sexes,2195.209
REGION V,Total,2021,July,Male,1357.932
REGION V,Total,2021,July,Female,837.277
REGION V,Total,2021,October,Both Sexes,2243.577
REGION V,Total,2021,October,Male,1386.496
REGION V,Total,2021,October,Female,857.081
REGION V,Total,2021,Annual,Both Sexes,2257.107
REGION V,Total,2021,Annual,Male,1387.813
REGION V,Total,2021,Annual,Female,869.293
REGION V,Total,2021,February,Both Sexes,2129.497
REGION V,Total,2021,February,Male,1301.025
REGION V,Total,2021,February,Female,828.472
REGION V,Total,2021,March,Both Sexes,2245.391
REGION V,Total,2021,March,Male,1357.168
REGION V,Total,2021,March,Female,888.223
REGION V,Total,2021,May,Both Sexes,2312.845
REGION V,Total,2021,May,Male,1430.275
REGION V,Total,2021,May,Female,882.570
REGION V,Total,2021,June,Both Sexes,2357.863
REGION V,Total,2021,June,Male,1434.989
REGION V,Total,2021,June,Female,922.874
REGION V,Total,2021,August,Both Sexes,2299.747
REGION V,Total,2021,August,Male,1426.079
REGION V,Total,2021,August,Female,873.668
REGION V,Total,2021,September,Both Sexes,2293.599
REGION V,Total,2021,September,Male,1425.404
REGION V,Total,2021,September,Female,868.195
REGION V,Total,2021,November,Both Sexes,2469.457
REGION V,Total,2021,November,Male,1464.976
REGION V,Total,2021,November,Female,1004.480
REGION V,Total,2021,December,Both Sexes,2241.368
REGION V,Total,2021,December,Male,1376.075
REGION V,Total,2021,December,Female,865.293
REGION V,Managers,2018,January,Both Sexes,408.427
REGION V,Managers,2018,January,Male,179.850
REGION V,Managers,2018,January,Female,228.577
REGION V,Managers,2018,April,Both Sexes,393.554
REGION V,Managers,2018,April,Male,168.491
REGION V,Managers,2018,April,Female,225.063
REGION V,Managers,2018,July,Both Sexes,349.621
REGION V,Managers,2018,July,Male,145.628
REGION V,Managers,2018,July,Female,203.993
REGION V,Managers,2018,October,Both Sexes,410.978
REGION V,Managers,2018,October,Male,183.221
REGION V,Managers,2018,October,Female,227.757
REGION V,Managers,2018,Annual,Both Sexes,390.645
REGION V,Managers,2018,Annual,Male,169.298
REGION V,Managers,2018,Annual,Female,221.348
REGION V,Managers,2018,February,Both Sexes,..
REGION V,Managers,2018,February,Male,..
REGION V,Managers,2018,February,Female,..
REGION V,Managers,2018,March,Both Sexes,..
REGION V,Managers,2018,March,Male,..
REGION V,Managers,2018,March,Female,..
REGION V,Managers,2018,May,Both Sexes,..
REGION V,Managers,2018,May,Male,..
REGION V,Managers,2018,May,Female,..
REGION V,Managers,2018,June,Both Sexes,..
REGION V,Managers,2018,June,Male,..
REGION V,Managers,2018,June,Female,..
REGION V,Managers,2018,August,Both Sexes,..
REGION V,Managers,2018,August,Male,..
REGION V,Managers,2018,August,Female,..
REGION V,Managers,2018,September,Both Sexes,..
REGION V,Managers,2018,September,Male,..
REGION V,Managers,2018,September,Female,..
REGION V,Managers,2018,November,Both Sexes,..
REGION V,Managers,2018,November,Male,..
REGION V,Managers,2018,November,Female,..
REGION V,Managers,2018,December,Both Sexes,..
REGION V,Managers,2018,December,Male,..
REGION V,Managers,2018,December,Female,..
REGION V,Managers,2019,January,Both Sexes,232.052
REGION V,Managers,2019,January,Male,110.430
REGION V,Managers,2019,January,Female,121.622
REGION V,Managers,2019,April,Both Sexes,188.662
REGION V,Managers,2019,April,Male,90.354
REGION V,Managers,2019,April,Female,98.308
REGION V,Managers,2019,July,Both Sexes,185.966
REGION V,Managers,2019,July,Male,98.528
REGION V,Managers,2019,July,Female,87.438
REGION V,Managers,2019,October,Both Sexes,209.112
REGION V,Managers,2019,October,Male,100.719
REGION V,Managers,2019,October,Female,108.393
REGION V,Managers,2019,Annual,Both Sexes,203.948
REGION V,Managers,2019,Annual,Male,100.008
REGION V,Managers,2019,Annual,Female,103.940
REGION V,Managers,2019,February,Both Sexes,..
REGION V,Managers,2019,February,Male,..
REGION V,Managers,2019,February,Female,..
REGION V,Managers,2019,March,Both Sexes,..
REGION V,Managers,2019,March,Male,..
REGION V,Managers,2019,March,Female,..
REGION V,Managers,2019,May,Both Sexes,..
REGION V,Managers,2019,May,Male,..
REGION V,Managers,2019,May,Female,..
REGION V,Managers,2019,June,Both Sexes,..
REGION V,Managers,2019,June,Male,..
REGION V,Managers,2019,June,Female,..
REGION V,Managers,2019,August,Both Sexes,..
REGION V,Managers,2019,August,Male,..
REGION V,Managers,2019,August,Female,..
REGION V,Managers,2019,September,Both Sexes,..
REGION V,Managers,2019,September,Male,..
REGION V,Managers,2019,September,Female,..
REGION V,Managers,2019,November,Both Sexes,..
REGION V,Managers,2019,November,Male,..
REGION V,Managers,2019,November,Female,..
REGION V,Managers,2019,December,Both Sexes,..
REGION V,Managers,2019,December,Male,..
REGION V,Managers,2019,December,Female,..
REGION V,Managers,2020,January,Both Sexes,204.642
REGION V,Managers,2020,January,Male,95.262
REGION V,Managers,2020,January,Female,109.380
REGION V,Managers,2020,April,Both Sexes,178.616
REGION V,Managers,2020,April,Male,77.391
REGION V,Managers,2020,April,Female,101.225
REGION V,Managers,2020,July,Both Sexes,157.293
REGION V,Managers,2020,July,Male,65.313
REGION V,Managers,2020,July,Female,91.980
REGION V,Managers,2020,October,Both Sexes,179.736
REGION V,Managers,2020,October,Male,64.228
REGION V,Managers,2020,October,Female,115.507
REGION V,Managers,2020,Annual,Both Sexes,180.072
REGION V,Managers,2020,Annual,Male,75.549
REGION V,Managers,2020,Annual,Female,104.523
REGION V,Managers,2020,February,Both Sexes,..
REGION V,Managers,2020,February,Male,..
REGION V,Managers,2020,February,Female,..
REGION V,Managers,2020,March,Both Sexes,..
REGION V,Managers,2020,March,Male,..
REGION V,Managers,2020,March,Female,..
REGION V,Managers,2020,May,Both Sexes,..
REGION V,Managers,2020,May,Male,..
REGION V,Managers,2020,May,Female,..
REGION V,Managers,2020,June,Both Sexes,..
REGION V,Managers,2020,June,Male,..
REGION V,Managers,2020,June,Female,..
REGION V,Managers,2020,August,Both Sexes,..
REGION V,Managers,2020,August,Male,..
REGION V,Managers,2020,August,Female,..
REGION V,Managers,2020,September,Both Sexes,..
REGION V,Managers,2020,September,Male,..
REGION V,Managers,2020,September,Female,..
REGION V,Managers,2020,November,Both Sexes,..
REGION V,Managers,2020,November,Male,..
REGION V,Managers,2020,November,Female,..
REGION V,Managers,2020,December,Both Sexes,..
REGION V,Managers,2020,December,Male,..
REGION V,Managers,2020,December,Female,..
REGION V,Managers,2021,January,Both Sexes,159.469
REGION V,Managers,2021,January,Male,67.359
REGION V,Managers,2021,January,Female,7.676
REGION V,Managers,2021,April,Both Sexes,206.377
REGION V,Managers,2021,April,Male,85.275
REGION V,Managers,2021,April,Female,121.102
REGION V,Managers,2021,July,Both Sexes,189.902
REGION V,Managers,2021,July,Male,70.889
REGION V,Managers,2021,July,Female,119.013
REGION V,Managers,2021,October,Both Sexes,193.367
REGION V,Managers,2021,October,Male,81.336
REGION V,Managers,2021,October,Female,112.031
REGION V,Managers,2021,Annual,Both Sexes,165.461
REGION V,Managers,2021,Annual,Male,72.046
REGION V,Managers,2021,Annual,Female,93.415
REGION V,Managers,2021,February,Both Sexes,179.904
REGION V,Managers,2021,February,Male,78.177
REGION V,Managers,2021,February,Female,101.727
REGION V,Managers,2021,March,Both Sexes,169.736
REGION V,Managers,2021,March,Male,54.336
REGION V,Managers,2021,March,Female,115.401
REGION V,Managers,2021,May,Both Sexes,233.310
REGION V,Managers,2021,May,Male,91.970
REGION V,Managers,2021,May,Female,141.340
REGION V,Managers,2021,June,Both Sexes,107.910
REGION V,Managers,2021,June,Male,52.920
